OBJECTID,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,LATITUDE,LONGITUDE
8051,57,,151057,LENGKOK BAHRU,1.2882101158637016,103.81414767480034
8052,603A,TAMPINES GREENRIDGES,521603,TAMPINES AVENUE 9,1.3607837799807383,103.9354958201881
8053,99B,TOA PAYOH PALM SPRING,311099,LORONG 2 TOA PAYOH,1.3387442913091967,103.84725246817466
8054,123A,TOA PAYOH VIEW,311123,LORONG 1 TOA PAYOH,1.3383466787516425,103.84603155013643
8055,8,HDB-KALLANG/WHAMPOA,320008,SAINT GEORGE'S LANE,1.3235750947914335,103.8598769069331
8056,76,WHAMPOA SPRING,320076,LORONG LIMAU,1.3250236192068259,103.8542317990078
8057,77,WHAMPOA SPRING,320077,LORONG LIMAU,1.325045008293533,103.85476237369424
8058,87,HDB-BUKIT MERAH,160087,ZION ROAD,1.290659142512565,103.83260799992945
8059,190,,640190,BOON LAY DRIVE,1.3450760957858248,103.71185009682588
8060,33A,SKYRESIDENCE @ DAWSON,141033,MARGARET DRIVE,1.298330435709922,103.80451559790973
8061,251,HDB-BUKIT PANJANG,670251,BANGKIT ROAD,1.380299780727563,103.77417466315332
8062,253,HDB-BUKIT PANJANG,670253,BANGKIT ROAD,1.3795866245850852,103.77481961035977
8063,254,HDB-BUKIT PANJANG,670254,BANGKIT ROAD,1.3795926552147086,103.7738542681738
8064,252,HDB-BUKIT PANJANG,670252,BANGKIT ROAD,1.3799527526447875,103.77405803956225
8065,255,HDB-BUKIT PANJANG,670255,BANGKIT ROAD,1.3795859607156458,103.77305285668034
8066,106,TIONG BAHRU ORCHID,160106,JALAN BUKIT MERAH,1.2802419225672559,103.8245232429749
8067,93,HDB-KALLANG AIRPORT,390093,JALAN DUA,1.3086812468712645,103.88712341358452
8068,468B,FERNVALE LEA,792468,FERNVALE LINK,1.3974541251045831,103.87801005954739
8069,541,HDB-JURONG WEST,640541,JURONG WEST AVENUE 1,1.3510423219996774,103.71598267609532
8070,174,HDB-BISHAN,570174,BISHAN STREET 13,1.3482073286157157,103.85427667870297
8071,161,HDB-TAMAN JURONG,610161,YUNG PING ROAD,1.3295793951585555,103.72149359894533
8072,160,HDB-TAMAN JURONG,610160,YUNG PING ROAD,1.329129810527894,103.72150176096889
8073,158,HDB-TAMAN JURONG,610158,YUNG LOH ROAD,1.3289601674580593,103.7222792223797
8074,157,HDB-TAMAN JURONG,610157,YUNG LOH ROAD,1.328615677091122,103.72165109403419
8075,156,HDB-TAMAN JURONG,610156,YUNG LOH ROAD,1.3278921449377545,103.72178476744392
8076,603,TAMPINES GREENRIDGES,520603,TAMPINES AVENUE 9,1.3611599125499232,103.93528589152919
8077,604A,TAMPINES GREENRIDGES,521604,TAMPINES AVENUE 9,1.3613666818973038,103.9351930037869
8078,604B,TAMPINES GREENRIDGES,522604,TAMPINES AVENUE 9,1.361406680569738,103.93562684381553
8079,604,TAMPINES GREENRIDGES,520604,TAMPINES AVENUE 9,1.361558240709928,103.93624461062373
8080,601A,TAMPINES GREENRIDGES,521601,TAMPINES AVENUE 9,1.3607588146931044,103.93683219006532
8081,601B,TAMPINES GREENRIDGES,522601,TAMPINES AVENUE 9,1.3608879157444298,103.9375086896326
8082,486C,HDB-TAMPINES,522486,TAMPINES AVENUE 9,1.3588635855277444,103.95729922167597
8083,486B,HDB-TAMPINES,521486,TAMPINES AVENUE 9,1.359191892224637,103.9567964494538
8084,87,HDB-GEYLANG,370087,CIRCUIT ROAD,1.323232443041201,103.88560427682081
8085,86,HDB-GEYLANG,370086,CIRCUIT ROAD,1.3229231900453884,103.88535772991997
8086,85,HDB-GEYLANG,370085,CIRCUIT ROAD,1.3226517520754892,103.8857549259003
8087,90,HDB-GEYLANG,370090,PIPIT ROAD,1.3233789865104122,103.88652100070021
8088,320,HDB-BUKIT BATOK,650320,BUKIT BATOK STREET 33,1.3612060546587288,103.74692889865277
8089,319,HDB-BUKIT BATOK,650319,BUKIT BATOK STREET 33,1.3613944131989135,103.74651633145328
8090,329,HDB-BUKIT BATOK,650329,BUKIT BATOK STREET 33,1.3631256602738449,103.74741819966735
8091,321,HDB-BUKIT BATOK,650321,BUKIT BATOK STREET 33,1.3613163211664687,103.74774088944892
8092,189,,640189,BOON LAY DRIVE,1.3444260097790104,103.71146246817258
8093,191,,640191,BOON LAY DRIVE,1.3437650210651813,103.71216370650446
8094,188,,640188,BOON LAY DRIVE,1.343809423372401,103.71099013721006
8095,274,GOMBAK PLACE,650274,BUKIT BATOK EAST AVENUE 4,1.3479516561127,103.75796244562046
8096,273,,650273,BUKIT BATOK EAST AVENUE 4,1.3484219738300176,103.75757890706834
8097,272,GOMBAK PLACE,650272,BUKIT BATOK EAST AVENUE 4,1.348789630997714,103.75786439394372
8098,275,GOMBAK PLACE,650275,BUKIT BATOK EAST AVENUE 4,1.3481355856621198,103.75831382965362
8099,271,GOMBAK PLACE,650271,BUKIT BATOK EAST AVENUE 4,1.3481719689099907,103.75889276009022
8100,268,HDB-BUKIT BATOK,650268,BUKIT BATOK EAST AVENUE 4,1.3492620636485335,103.75918975921668
8101,266,HDB-BUKIT BATOK,650266,BUKIT BATOK EAST AVENUE 4,1.3493596281830622,103.76001912723288
8102,173,HDB-BISHAN,570173,BISHAN STREET 13,1.3477505171411157,103.85425794157646
8103,288,PUNGGOL ARCADIA,820288,PUNGGOL PLACE,1.4019505116538296,103.90329778071725
8104,268,HDB-YISHUN,760268,YISHUN STREET 22,1.4372170211395379,103.83950593992715
8105,274,HDB-YISHUN,760274,YISHUN STREET 22,1.4374579927965947,103.83903955388462
8106,273,HDB-YISHUN,760273,YISHUN STREET 22,1.4376847105769375,103.83967664571753
8107,275,HDB-YISHUN,760275,YISHUN STREET 22,1.4377581040478855,103.83869019027661
8108,514,WEST COAST PRIDE,120514,WEST COAST ROAD,1.3089718396901495,103.75923259947078
8109,846,TAMPINES VILLE,520846,TAMPINES STREET 82,1.3521566964645628,103.93592316867357
8110,848,TAMPINES VILLE,520848,TAMPINES STREET 82,1.3524751540423463,103.93605708313024
8111,852,TAMPINES VILLE,520852,TAMPINES STREET 82,1.3527031182076712,103.93644819476681
8112,602A,TAMPINES GREENRIDGES,521602,TAMPINES AVENUE 9,1.3611435794305575,103.9374183390448
8113,476,HDB-PASIR RIS,510476,PASIR RIS DRIVE 6,1.375197170873995,103.95834273510296
8114,641,HDB-PASIR RIS,510641,PASIR RIS DRIVE 1,1.3764163979349373,103.93959387706107
8115,636,HDB-PASIR RIS,510636,PASIR RIS DRIVE 1,1.3767898190434766,103.94074124884634
8116,247,YISHUN SUNSHINE,760247,YISHUN AVENUE 9,1.4349971343001886,103.84206891261613
8117,249,YISHUN SUNSHINE,760249,YISHUN AVENUE 9,1.4352400155791827,103.84185208249166
8118,246,YISHUN SUNSHINE,760246,YISHUN AVENUE 9,1.4350901872400694,103.84269072110692
8119,302,HDB-YISHUN,760302,YISHUN CENTRAL,1.430033883396275,103.83967446713385
8120,735,NEE SOON CENTRAL VISTA,760735,YISHUN STREET 72,1.428924261256013,103.83124106146553
8121,736,NEE SOON CENTRAL VISTA,760736,YISHUN STREET 72,1.4286577139761636,103.83172728215476
8122,421,HDB-SEMBAWANG,750421,CANBERRA ROAD,1.4529899446541032,103.81853244368074
8123,351D,HDB-SEMBAWANG,754351,CANBERRA ROAD,1.4512393904340875,103.81949809679897
8124,419,HDB-SEMBAWANG,750419,CANBERRA ROAD,1.4521741129302785,103.81882750583131
8125,8,SELEGIE HOUSE,180008,SELEGIE ROAD,1.303206005334136,103.85049303872164
8126,9,SELEGIE HOUSE,180009,SELEGIE ROAD,1.3034603012603692,103.85070898625332
8127,10,SELEGIE HOUSE,180010,SELEGIE ROAD,1.303708128230927,103.85053691004876
8128,7,EVERTON PARK,80007,EVERTON PARK,1.2769236860468276,103.83868014203655
8129,437,HDB-CHOA CHU KANG,680437,CHOA CHU KANG AVENUE 4,1.3841091276642046,103.74064521059653
8130,506,HDB-SERANGOON ESTATE,550506,SERANGOON NORTH AVENUE 4,1.3728156479135363,103.87633935371258
8131,521,HDB-SERANGOON NORTH ESTATE,550521,SERANGOON NORTH AVENUE 4,1.3733551207321348,103.87324236679612
8132,450,HDB-TAMPINES,520450,TAMPINES STREET 42,1.3574205872037897,103.95166094464697
8133,445,HDB-TAMPINES,520445,TAMPINES STREET 42,1.35830174497372,103.95065807126683
8134,450D,HDB-TAMPINES,524450,TAMPINES STREET 42,1.3571346880841657,103.95287344183201
8135,450E,HDB-TAMPINES,525450,TAMPINES STREET 42,1.357567244537999,103.95302044834898
8136,449,HDB-TAMPINES,520449,TAMPINES STREET 42,1.35702356933276,103.9510540327364
8137,457,HDB-TAMPINES,520457,TAMPINES STREET 42,1.3578660021770883,103.95364176249798
8138,458,HDB-TAMPINES,520458,TAMPINES STREET 42,1.357980086159938,103.95454968884181
8139,274,HDB-PASIR RIS,510274,PASIR RIS STREET 21,1.3643393456906918,103.96402857436757
8140,273,HDB-PASIR RIS,510273,PASIR RIS STREET 21,1.3648455956717322,103.96411284676151
8141,275,HDB-PASIR RIS,510275,PASIR RIS STREET 21,1.3644709287543337,103.96491509769783
8142,813A,KEAT HONG COLOURS,681813,CHOA CHU KANG AVENUE 7,1.37399999880953,103.74504084475221
8143,11,MARSILING GARDENS,730011,MARSILING DRIVE,1.4403933250609733,103.77794195358925
8144,9,MARSILING GARDENS,730009,MARSILING DRIVE,1.4412908586802957,103.7764494149068
8145,803,KEAT HONG PRIDE,680803,KEAT HONG CLOSE,1.3741546620556406,103.74275929304487
8146,441,HDB-CHOA CHU KANG,680441,CHOA CHU KANG AVENUE 4,1.3829217310797803,103.73980691492868
8147,482A,MULTI STOREY CAR PARK,751482,ADMIRALTY LINK,1.454881182507291,103.81567713652753
8148,308,MULTI STOREY CAR PARK,540308,ANCHORVALE ROAD,1.3895578090736984,103.8864263266777
8149,310,MULTI STOREY CAR PARK,540310,ANCHORVALE ROAD,1.3903977092006896,103.88515744858692
8150,313,MULTI STOREY CAR PARK,540313,ANCHORVALE ROAD,1.3923374849220067,103.88725974121371
8151,312,MULTI STOREY CAR PARK,540312,ANCHORVALE LANE,1.3922292463834611,103.88512478569132
8152,318,,540318,ANCHORVALE LINK,1.3925723754380404,103.88997497576304
8153,159,HDB-TAMPINES,520159,SIMEI ROAD,1.344801154046577,103.95986124537175
8154,163,HDB-TAMPINES,520163,SIMEI ROAD,1.3460044126010857,103.95920023004484
8155,164,HDB-TAMPINES,520164,SIMEI ROAD,1.3460723500932577,103.95843195444259
8156,249,HDB-TAMPINES,520249,TAMPINES STREET 21,1.3518676977421407,103.94846294080418
8157,17,HDB-BUKIT MERAH,163017,TIONG BAHRU ROAD,1.2856146015943555,103.83311594958667
8158,77,TIONG BAHRU ESTATE,161077,SENG POH ROAD,1.2834662377932913,103.83152233297992
8159,58,TIONG BAHRU ESTATE,160058,SENG POH ROAD,1.284621721049809,103.83297799598569
8160,46,HDB-BUKIT MERAH,161046,SENG POH ROAD,1.2840032560175372,103.83152945083124
8161,72,TIONG BAHRU ESTATE,160072,SENG POH ROAD,1.2838435138098312,103.8319980940185
8162,315,HDB-SEMBAWANG,750315,SEMBAWANG VISTA,1.446865413273119,103.82060830749845
8163,413,HDB-SEMBAWANG,750413,SEMBAWANG DRIVE,1.4517200967558954,103.81783195773183
8164,408,HDB-SEMBAWANG,750408,SEMBAWANG DRIVE,1.4534582873627826,103.81772091996177
8165,605,HDB-BUKIT PANJANG,670605,SENJA ROAD,1.3808041935816773,103.76185644915438
8166,610,HDB-BUKIT PANJANG,670610,SENJA ROAD,1.3834000090156524,103.76123652750859
8167,633D,SENJA GREEN,674633,SENJA ROAD,1.3846112293962562,103.75960234123794
8168,614,HDB-BUKIT PANJANG,670614,SENJA ROAD,1.3845478329208896,103.7608655700097
8169,123,HDB-TAMPINES,520123,SIMEI STREET 1,1.3453145237341404,103.95317974809608
8170,130,HDB-TAMPINES,520130,SIMEI STREET 1,1.34621226264423,103.95481458907963
8171,117,HDB-TAMPINES,520117,SIMEI STREET 1,1.3445848832263256,103.95131524820651
8172,247,HDB-SIMEI,520247,SIMEI STREET 5,1.3442752851131263,103.95316991389704
8173,272,HDB-PASIR RIS,510272,PASIR RIS STREET 21,1.3646565198993925,103.96472146140626
8174,268,HDB-PASIR RIS,510268,PASIR RIS STREET 21,1.365289267709529,103.96301406338122
8175,544,HDB-PASIR RIS,510544,PASIR RIS STREET 51,1.3689803867558303,103.95219340466743
8176,538,HDB-PASIR RIS,510538,PASIR RIS STREET 51,1.3695888889801753,103.9502890600839
8177,568,HDB-PASIR RIS,510568,PASIR RIS STREET 51,1.3687487057987546,103.94891247504484
8178,618,HDB-CHOA CHU KANG,680618,CHOA CHU KANG NORTH 7,1.4003494290250007,103.74699263243576
8179,80,TIONG BAHRU ESTATE,160080,CHAY YAN STREET,1.2828898812861709,103.83123579738353
8180,79,TIONG BAHRU ESTATE,160079,CHAY YAN STREET,1.2825439775848986,103.83080089855576
8181,53,HDB-CENTRAL AREA,160053,CHIN SWEE ROAD,1.2876225110558908,103.84146256096054
8182,51,HDB-CENTRAL AREA,160051,CHIN SWEE ROAD,1.2874023451603023,103.84202944771295
8183,28A,MULTI STOREY CAR PARK,164028,BEO CRESCENT,1.288158584826758,103.82778240050685
8184,59,HDB-KALLANG/WHAMPOA,333059,GEYLANG BAHRU,1.3224454663356313,103.86824738320448
8185,156,YIO CHU KANG GROVE,560156,ANG MO KIO AVENUE 4,1.3754945223712223,103.83994714488067
8186,180,KEBUN BARU LINK 2,560180,ANG MO KIO AVENUE 5,1.3766763973802552,103.83836071046693
8187,284,,650284,BUKIT BATOK EAST AVENUE 3,1.3466983837730941,103.75727636989188
8188,283,GOMBAK PLACE,650283,BUKIT BATOK EAST AVENUE 3,1.3472536367373578,103.75735976252119
8189,277,,650277,BUKIT BATOK EAST AVENUE 3,1.347376463080268,103.75800265235382
8190,276,,650276,BUKIT BATOK EAST AVENUE 4,1.3477833027054789,103.75843563953944
8191,281,GOMBAK PLACE,650281,BUKIT BATOK EAST AVENUE 3,1.3474985356238804,103.75761704538819
8192,278,GOMBAK PLACE,650278,BUKIT BATOK EAST AVENUE 3,1.3478507295773168,103.75777384336962
8193,316,HDB-SEMBAWANG,750316,SEMBAWANG VISTA,1.4463420872180945,103.8208162832129
8194,80,HDB-QUEENSTOWN,141080,STRATHMORE AVENUE,1.2945607266770742,103.80969176037873
8195,14,BUKIT HO SWEE VIEW,161014,TAMAN HO SWEE,1.2879039513469754,103.83219737117689
8196,16,BUKIT HO SWEE VIEW,163016,TAMAN HO SWEE,1.2880010300673612,103.8316142585948
8197,18,BUKIT HO SWEE VIEW,162018,TAMAN HO SWEE,1.2880980182173702,103.83103170126705
8198,109,HDB-TAMPINES,521109,TAMPINES STREET 11,1.3474071332664688,103.9488114946281
8199,125,HDB-TAMPINES,521125,TAMPINES STREET 11,1.3463135331266958,103.95012494890935
8200,124,HDB-TAMPINES,521124,TAMPINES STREET 11,1.3451836167811329,103.94979299518104
8201,101,HDB-TAMPINES,521101,TAMPINES STREET 11,1.3473980324834478,103.94529202762531
8202,127,HDB-TAMPINES,521127,TAMPINES STREET 11,1.3454309594601697,103.95064730244177
8203,246,HDB-SIMEI,520246,SIMEI STREET 5,1.3450585447645054,103.95416540655123
8204,42,TANGLIN HALT GREEN,141042,TANGLIN HALT ROAD,1.2984693885925844,103.7985798520076
8205,89,COMMONWEALTH VIEW,141089,TANGLIN HALT ROAD,1.3011996954664622,103.7989215440289
8206,33,TANGLIN HALT GREEN,142033,TANGLIN HALT ROAD,1.2965667870603443,103.79837831127216
8207,1,TANJONG PAGAR PLAZA,82001,TANJONG PAGAR PLAZA,1.2755955315268823,103.84239283803484
8208,8,HDB-CENTRAL AREA,80008,TANJONG PAGAR PLAZA,1.2772741811148571,103.84291374380136
8209,7,HDB-CENTRAL AREA,81007,TANJONG PAGAR PLAZA,1.2771194606822904,103.84311741640353
8210,3,HDB-CENTRAL AREA,81003,TANJONG PAGAR PLAZA,1.2756185275838043,103.84243097739403
8211,205,HDB-BUKIT PANJANG,670205,PETIR ROAD,1.3734295862332337,103.77392375373795
8212,56,HDB-MACPHERSON,370056,PIPIT ROAD,1.324097447741673,103.88849884393551
8213,479,JURONGVILLE @ STREET 41,640479,JURONG WEST STREET 41,1.3472020875055128,103.72450088947389
8214,411,HDB-JURONG WEST,640411,JURONG WEST STREET 42,1.3537219037814305,103.72520239497507
8215,406,HONG KAH COURT,640406,JURONG WEST STREET 42,1.3543136806812763,103.72239561299575
8216,93,COMMONWEALTH 16,140093,COMMONWEALTH DRIVE,1.3052512708602249,103.80007270080431
8217,58,COMMONWEALTH GREEN,140058,COMMONWEALTH DRIVE,1.2977690357038867,103.79708980776529
8218,89,COMMONWEALTH 16,140089,COMMONWEALTH DRIVE,1.3053773111159799,103.79932353758218
8219,79,HDB-QUEENSTOWN,140079,COMMONWEALTH DRIVE,1.301459653611258,103.79519584981261
8220,97,CRESCENT VIEW,140097,COMMONWEALTH CRESCENT,1.3061598086612416,103.80149533504598
8221,472,HDB-CHOA CHU KANG,680472,CHOA CHU KANG AVENUE 3,1.3790847665099961,103.73754212015334
8222,322,HDB-BUKIT BATOK,650322,BUKIT BATOK STREET 33,1.3616667179710162,103.74772469930343
8223,280,GOMBAK PLACE,650280,BUKIT BATOK EAST AVENUE 3,1.3477008111278108,103.75704425208293
8224,121,CHONG PANG VIEW,760121,YISHUN STREET 11,1.4343683067251618,103.83014262122884
8225,124,CHONG PANG VIEW,760124,YISHUN STREET 11,1.4345896328537442,103.8311389696415
8226,147,HDB-YISHUN,760147,YISHUN STREET 11,1.4312799883903187,103.83182936777321
8227,144,HDB-YISHUN,760144,YISHUN STREET 11,1.4310230474251087,103.83136468179195
8228,126,CHONG PANG VIEW,760126,YISHUN STREET 11,1.4335282956630788,103.8301484380964
8229,128,HDB-YISHUN,760128,YISHUN STREET 11,1.4338772629367649,103.83130188914768
8230,133,HDB-YISHUN,760133,YISHUN STREET 11,1.4325567040711973,103.83078378062768
8231,146,HDB-YISHUN,760146,YISHUN STREET 11,1.4310010919661593,103.83246815751907
8232,662,HDB-YISHUN,760662,YISHUN AVENUE 4,1.4204720716991588,103.84052959183076
8233,702,,760702,YISHUN AVENUE 5,1.4298147353543307,103.82946688903658
8234,911,TAMPINES PALMSVILLE,520911,TAMPINES STREET 91,1.349831216485186,103.9395682806986
8235,922,TAMPINES PALMSPRING,520922,TAMPINES STREET 91,1.3474944356986858,103.94076244180789
8236,913,TAMPINES PALMSVILLE,520913,TAMPINES STREET 91,1.348868607446613,103.93898489489118
8237,931,TAMPINES PALMSPRING,520931,TAMPINES STREET 91,1.345871929604595,103.93910691244115
8238,925,TAMPINES PALMSPRING,520925,TAMPINES STREET 91,1.3464224625994463,103.94096953363928
8239,135,HDB-PASIR RIS,510135,PASIR RIS STREET 11,1.3645416572593314,103.95747211105432
8240,136,HDB-PASIR RIS,510136,PASIR RIS STREET 11,1.3646722043246482,103.95773939180482
8241,236,HDB-PASIR RIS,510236,PASIR RIS STREET 21,1.3744696640604859,103.9625799034635
8242,463,HDB-PASIR RIS,510463,PASIR RIS STREET 41,1.3725867612907607,103.95812012625596
8243,274D,WENYA,644274,JURONG WEST AVENUE 3,1.3521982411168094,103.70437960602257
8244,305D,TREELODGE@PUNGGOL,824305,PUNGGOL DRIVE,1.405831408477468,103.90679064600626
8245,305B,TREELODGE@PUNGGOL,822305,PUNGGOL ROAD,1.405351248410936,103.90625034627514
8246,305A,TREELODGE@PUNGGOL,821305,PUNGGOL ROAD,1.4050784437353592,103.90670566056633
8247,156,RIVERVALE GREEN,540156,RIVERVALE CRESCENT,1.3911080207675148,103.90742779376818
8248,157B,RIVERVALE VIEW,542157,RIVERVALE CRESCENT,1.3876303925057534,103.90823259140745
8249,183B,HDB-SENGKANG,542183,RIVERVALE CRESCENT,1.3913055692708562,103.90832938333229
8250,183D,HDB-SENGKANG,544183,RIVERVALE CRESCENT,1.3914497377530142,103.90874279742613
8251,151,RIVERVALE GREEN,540151,RIVERVALE CRESCENT,1.3920226694173385,103.90589715586584
8252,143,RIVERVALE PLACE,540143,RIVERVALE DRIVE,1.3900652616152722,103.90572309377801
8253,146,RIVERVALE PLACE,540146,RIVERVALE DRIVE,1.3904958002340007,103.90615685019866
8254,325,HDB-BUKIT BATOK,650325,BUKIT BATOK STREET 33,1.3626009425765815,103.7474246106643
8255,801B,KEAT HONG CREST,682801,KEAT HONG CLOSE,1.3758246759341148,103.74282440618686
8256,801A,KEAT HONG CREST,681801,KEAT HONG CLOSE,1.37583833058907,103.74319574572817
8257,783A,WOODLANDS PASTURE I,731783,WOODLANDS RISE,1.447412319001552,103.80374285364827
8258,783E,WOODLANDS PASTURE I,735783,WOODLANDS RISE,1.4473102147570183,103.80348444908566
8259,783D,WOODLANDS PASTURE I,734783,WOODLANDS RISE,1.4469686034662443,103.80336979850918
8260,783B,WOODLANDS PASTURE I,732783,WOODLANDS RISE,1.4470067661254205,103.80380574022264
8261,783C,WOODLANDS PASTURE I,733783,WOODLANDS RISE,1.4466058916886713,103.80360596603695
8262,487,HDB-PASIR RIS,510487,PASIR RIS DRIVE 4,1.3749406105034492,103.9605897130463
8263,440,HDB-PASIR RIS,510440,PASIR RIS DRIVE 4,1.3689973384448955,103.95864731173417
8264,117B,TENTERAM PEAK,322117,JALAN TENTERAM,1.3281642841753514,103.8608016111153
8265,117A,TENTERAM PEAK,321117,JALAN TENTERAM,1.32823291803662,103.86113807579184
8266,520,CENTRALE 8 AT TAMPINES,520520,TAMPINES CENTRAL 8,1.356796048333114,103.9399395828284
8267,637D,THE MEADOWS,824637,PUNGGOL DRIVE,1.3990569424537183,103.91546434459636
8268,167,THE SUNDIAL,820167,PUNGGOL EAST,1.3948650979882389,103.91409093871265
8269,202B,,822202,PUNGGOL FIELD,1.3992341036691505,103.9042772178732
8270,208,PUNGGOL SAILS,820208,PUNGGOL PLACE,1.401170925338499,103.90090184990862
8271,208B,PUNGGOL SAILS,822208,PUNGGOL PLACE,1.4013608712876708,103.90112686647713
8272,604,PUNGGOL LODGE,820604,PUNGGOL ROAD,1.4041548931920222,103.90768216905036
8273,213C,PUNGGOL WAVES,823213,PUNGGOL WALK,1.400597808217158,103.89891985598875
8274,682,HDB-KALLANG/WHAMPOA,210682,RACE COURSE ROAD,1.3142770351266406,103.85564531360232
8275,274A,WENYA,641274,JURONG WEST AVENUE 3,1.3522643771136444,103.70360364341188
8276,276B,WENYA,642276,JURONG WEST AVENUE 3,1.3526632008362356,103.7044477481711
8277,273D,WENYA,644273,JURONG WEST AVENUE 3,1.352254352132216,103.70308101000838
8278,273B,WENYA,642273,JURONG WEST AVENUE 3,1.3515556605550045,103.70362715594172
8279,273A,WENYA,641273,JURONG WEST AVENUE 3,1.3514496897073578,103.70348495885602
8280,489B,HDB-TAMPINES,521489,TAMPINES STREET 45,1.3613226714683173,103.95746947966879
8281,497C,HDB-TAMPINES,522497,TAMPINES STREET 45,1.3582515717564196,103.95836703307518
8282,302,HONG KAH GREEN,650302,BUKIT BATOK STREET 31,1.3571165868500734,103.74842283851466
8283,117,,151117,BUKIT MERAH VIEW,1.2843469315196694,103.82177235385878
8284,124B,HDB-BUKIT MERAH,152124,BUKIT MERAH VIEW,1.285281545862067,103.82309465523868
8285,117B,RIVERVALE EDGE,542117,RIVERVALE DRIVE,1.3835862366807021,103.90252402268112
8286,123A,RIVERVALE GROVE,541123,RIVERVALE DRIVE,1.3860409693096145,103.90290023768168
8287,121A,RIVERVALE BANK,541121,RIVERVALE DRIVE,1.3866902096367177,103.90511154701761
8288,549,HDB-SERANGOON NORTH ESTATE,550549,SERANGOON NORTH AVENUE 3,1.3726753689215823,103.8710928213174
8289,121D,EASTBANK @ CANBERRA,754121,CANBERRA STREET,1.4470370900955898,103.8339231285489
8290,121B,EASTBANK @ CANBERRA,752121,CANBERRA STREET,1.447885595723557,103.83403343914
8291,106B,EASTBROOK @ CANBERRA,752106,CANBERRA STREET,1.4480422361412155,103.83323482521813
8292,106A,EASTBROOK @ CANBERRA,751106,CANBERRA STREET,1.4485050921738059,103.83310061112427
8293,105,EASTBROOK @ CANBERRA,750105,CANBERRA STREET,1.4488633529452113,103.8323925227588
8294,107A,EASTBROOK @ CANBERRA,751107,CANBERRA STREET,1.4497644972664876,103.8331421155793
8295,458,HDB-PASIR RIS,510458,PASIR RIS DRIVE 4,1.371414211014074,103.95963708502744
8296,486,HDB-PASIR RIS,510486,PASIR RIS DRIVE 4,1.3743334780008494,103.96035186631573
8297,231,HDB-PASIR RIS,510231,PASIR RIS DRIVE 4,1.3733792328867827,103.96140148970026
8298,613C,DAMAI GROVE,823613,PUNGGOL DRIVE,1.4039825405884399,103.90866356392996
8299,50,FORFAR HEIGHTS,140050,STRATHMORE AVENUE,1.293844673985557,103.8087275326836
8300,49,FORFAR HEIGHTS,140049,STRATHMORE AVENUE,1.2940209838595134,103.80821247366104
8301,55,HDB-QUEENSTOWN,140055,STRATHMORE AVENUE,1.2933822844214484,103.80933038823653
8302,59,HDB-QUEENSTOWN,142059,STRATHMORE AVENUE,1.293188986772592,103.81125225752973
8303,58,HDB-QUEENSTOWN,142058,STRATHMORE AVENUE,1.293084298830048,103.81078857545774
8304,48A,FORFAR HEIGHTS,143048,STRATHMORE AVENUE,1.293604992869999,103.80844747092213
8305,41,BEDOK SOUTH PARKVIEW,460041,BEDOK SOUTH ROAD,1.3210500544652357,103.94080285534602
8306,43,BEDOK SOUTH PARKVIEW,460043,BEDOK SOUTH ROAD,1.3215406133781984,103.94159296341289
8307,44,BEDOK SOUTH PARKVIEW,460044,BEDOK SOUTH ROAD,1.3211148817815468,103.94167520192828
8308,84,HDB-BEDOK,460084,BEDOK NORTH STREET 4,1.3317817855730356,103.93920807351377
8309,86,HDB-BEDOK,460086,BEDOK NORTH STREET 4,1.3325401676361217,103.93898901658143
8310,850,HDB-YISHUN,760850,YISHUN STREET 81,1.416030278787574,103.83623879322529
8311,874,HDB-YISHUN,760874,YISHUN STREET 81,1.4153696348069937,103.8360731898954
8312,876,HDB-YISHUN,760876,YISHUN STREET 81,1.414744104938775,103.83553123853991
8313,841,HDB-YISHUN,760841,YISHUN STREET 81,1.4160125575675653,103.83436831249156
8314,838,HDB-YISHUN,760838,YISHUN STREET 81,1.4164211041943833,103.8335594396865
8315,839,HDB-YISHUN,760839,YISHUN STREET 81,1.415817320909805,103.83398274815703
8316,126,HDB-BUKIT MERAH,151126,BUKIT MERAH VIEW,1.2844247455716882,103.82390884688024
8317,125,HDB-BUKIT MERAH,151125,BUKIT MERAH VIEW,1.2850566493822237,103.82381167557787
8318,504C,MONTREAL SPRING,753504,CANBERRA LINK,1.4501188149089095,103.82359133868205
8319,504B,MONTREAL SPRING,752504,MONTREAL DRIVE,1.4508814084364203,103.82332536287488
8320,589B,MONTREAL SPRING,752589,MONTREAL DRIVE,1.4496779829859947,103.82547702054244
8321,589D,MONTREAL SPRING,754589,MONTREAL DRIVE,1.4498426029100395,103.82437808123723
8322,504D,MONTREAL SPRING,754504,MONTREAL DRIVE,1.4504577644031642,103.82388062573665
8323,48,HDB-BUKIT MERAH,161048,MOH GUAN TERRACE,1.283990936391373,103.8310705110647
8324,47,HDB-BUKIT MERAH,160047,MOH GUAN TERRACE,1.284205156919762,103.83106305389732
8325,514,ELIAS PARKS ESTATE,510514,PASIR RIS STREET 52,1.3746006244672777,103.94313895672057
8326,107,EASTBROOK @ CANBERRA,750107,CANBERRA STREET,1.4496786758191882,103.83282765916134
8327,104D,EASTBROOK @ CANBERRA,754104,CANBERRA STREET,1.4498634453471662,103.83247240618218
